Day,Date,Time,App,CPU(%),Memory(KB),Launch Frequency,Window Status,Session Duration (min)
Tuesday,12-11-2024,41:02.8,Edge,2.5,119989,2,Active,20
Tuesday,12-11-2024,42:44.7,Edge,0.17,763393,1,Inactive,57
Tuesday,12-11-2024,43:50.1,Figma,3.1,719752,1,Active,12
Tuesday,12-11-2024,44:31.6,IntelliJ IDEA,0.41,312484,2,Inactive,56
Tuesday,12-11-2024,45:53.8,Discord,1.69,703945,3,Active,25
Tuesday,12-11-2024,46:53.8,Postman,3.84,721894,1,Inactive,9
Tuesday,12-11-2024,47:07.3,Edge,3.81,276214,3,Inactive,40
Tuesday,12-11-2024,48:10.5,IntelliJ IDEA,4.64,142675,1,Active,55
Tuesday,12-11-2024,49:54.7,Discord,3.91,116389,2,Active,5
Tuesday,12-11-2024,50:00.2,Slack,3.56,722571,2,Inactive,49
Tuesday,12-11-2024,51:51.8,Git,3.49,316174,1,Inactive,38
Tuesday,12-11-2024,52:28.4,IntelliJ IDEA,4.7,740195,3,Active,43
Tuesday,12-11-2024,53:11.8,Git,3.1,192296,3,Inactive,27
Tuesday,12-11-2024,54:26.0,Outlook,1.25,223215,3,Active,44
Tuesday,12-11-2024,55:23.9,Outlook,2.59,586765,3,Active,22
Tuesday,12-11-2024,56:03.2,Chrome,4,597457,2,Active,15
Tuesday,12-11-2024,57:43.0,Microsoft Teams,0.36,481884,2,Active,32
Tuesday,12-11-2024,58:16.4,Figma,0.31,155004,3,Active,15
Tuesday,12-11-2024,59:50.0,Git,2.62,174301,1,Inactive,42
Tuesday,12-11-2024,00:37.3,Notepad++,1.07,441505,1,Active,25
Tuesday,12-11-2024,01:14.1,IntelliJ IDEA,3.71,309668,2,Active,9
Tuesday,12-11-2024,02:30.6,Git,0.37,557037,1,Active,44
Tuesday,12-11-2024,03:29.2,Discord,1.93,579975,3,Active,45
Tuesday,12-11-2024,04:22.3,Postman,1.75,133653,3,Active,22
Tuesday,12-11-2024,05:08.1,Figma,2.35,279517,2,Active,23
Tuesday,12-11-2024,06:38.2,GitHub Desktop,2.93,679606,1,Active,31
Tuesday,12-11-2024,07:54.5,Git,4.32,326956,3,Inactive,58
Tuesday,12-11-2024,08:29.3,VSCode,3.68,358635,1,Inactive,32
Tuesday,12-11-2024,09:37.2,Edge,4.58,105324,2,Active,7
Tuesday,12-11-2024,10:30.8,Windows Terminal,0.26,656921,2,Inactive,56
Tuesday,12-11-2024,11:51.7,Chrome,2.32,352194,1,Active,49
Tuesday,12-11-2024,12:46.4,Postman,0.75,410158,1,Active,6
Tuesday,12-11-2024,13:30.7,Zoom,0.89,581592,3,Active,34
Tuesday,12-11-2024,14:29.8,Edge,4.38,525051,1,Inactive,45
Tuesday,12-11-2024,15:29.7,VSCode,4.32,174132,2,Inactive,38
Tuesday,12-11-2024,16:02.3,Notepad++,3.79,742254,3,Active,55
Tuesday,12-11-2024,17:43.1,Spotify,3.71,157474,3,Inactive,8
Tuesday,12-11-2024,18:07.4,Netflix,2.38,142859,2,Inactive,16
Tuesday,12-11-2024,19:41.6,Slack,2.85,314656,1,Inactive,20
Tuesday,12-11-2024,20:34.1,Git,3.71,708299,3,Active,53
Tuesday,12-11-2024,21:47.8,IntelliJ IDEA,1.67,380345,3,Inactive,22
Tuesday,12-11-2024,22:03.1,Netflix,1.79,609845,3,Active,35
Tuesday,12-11-2024,23:45.6,Outlook,4.51,573933,3,Inactive,56
Tuesday,12-11-2024,24:44.0,Slack,1.02,580115,1,Active,30
Tuesday,12-11-2024,25:57.2,Zoom,4.8,180685,1,Active,22
Tuesday,12-11-2024,26:07.7,Edge,2.53,314178,3,Active,23
Tuesday,12-11-2024,27:26.7,Outlook,4.67,596925,2,Inactive,33
Tuesday,12-11-2024,28:47.7,VSCode,1.53,166007,1,Active,58
Tuesday,12-11-2024,29:33.7,Spotify,2.12,459443,3,Inactive,36
Tuesday,12-11-2024,30:37.7,Windows Terminal,4.23,566885,2,Inactive,41
Tuesday,12-11-2024,31:08.9,Zoom,0.94,372637,1,Inactive,28
Tuesday,12-11-2024,32:18.8,Microsoft Teams,0.83,398196,2,Active,44
Tuesday,12-11-2024,33:59.2,Outlook,1.5,283877,3,Active,15
Tuesday,12-11-2024,34:15.1,Microsoft Teams,4.97,702433,1,Inactive,21
Tuesday,12-11-2024,35:23.2,Postman,2.86,136374,3,Inactive,27
Tuesday,12-11-2024,36:09.4,Figma,2.75,270495,3,Inactive,12
Tuesday,12-11-2024,37:58.0,Discord,4.66,252446,2,Inactive,14
Tuesday,12-11-2024,38:00.8,Outlook,4.88,447372,3,Inactive,35
Tuesday,12-11-2024,39:57.3,Edge,4.02,563581,2,Active,51
Tuesday,12-11-2024,40:30.9,Microsoft Teams,0.78,677723,1,Inactive,6
Tuesday,12-11-2024,41:25.6,IntelliJ IDEA,2.29,196973,2,Active,43
Tuesday,12-11-2024,42:41.2,Windows Terminal,1.19,391427,1,Active,10
Tuesday,12-11-2024,43:34.9,Figma,3.42,191621,3,Inactive,17
Tuesday,12-11-2024,44:31.3,Windows Terminal,4.72,799155,2,Inactive,14
Tuesday,12-11-2024,45:45.9,Notepad++,1.91,490941,1,Inactive,27
Tuesday,12-11-2024,46:22.3,Figma,4.38,191853,1,Inactive,52
Tuesday,12-11-2024,47:26.8,Figma,1.51,544420,3,Inactive,13
Tuesday,12-11-2024,48:53.6,Slack,0.8,417960,2,Inactive,9
Tuesday,12-11-2024,49:59.6,Discord,0.53,529350,3,Inactive,31
Tuesday,12-11-2024,50:11.6,Figma,3.58,243578,1,Active,58
Tuesday,12-11-2024,51:24.3,Outlook,2.5,416662,3,Inactive,36
Tuesday,12-11-2024,52:35.8,Figma,1.2,102565,1,Inactive,24
Tuesday,12-11-2024,53:40.9,Git,0.71,798260,2,Inactive,16
Tuesday,12-11-2024,54:32.0,IntelliJ IDEA,0.24,390683,2,Active,43
Tuesday,12-11-2024,55:47.4,Git,2.87,370439,3,Inactive,49
Tuesday,12-11-2024,56:52.1,Netflix,2.61,703207,1,Inactive,15
Tuesday,12-11-2024,57:37.1,Edge,1.67,242079,2,Active,8
Tuesday,12-11-2024,58:17.4,Notepad++,3.22,473276,1,Inactive,23
Tuesday,12-11-2024,59:33.7,Slack,2.62,758537,1,Active,43
Tuesday,12-11-2024,00:48.2,Outlook,1.68,431570,3,Inactive,22
Tuesday,12-11-2024,01:43.7,Netflix,0.57,708222,2,Active,5
Tuesday,12-11-2024,02:08.5,Zoom,1.93,608453,2,Inactive,15
Tuesday,12-11-2024,03:06.2,Edge,2.57,297569,3,Active,31
Tuesday,12-11-2024,04:30.0,Slack,0.67,237606,1,Inactive,27
Tuesday,12-11-2024,05:19.7,Netflix,0.78,563405,3,Inactive,16
Tuesday,12-11-2024,06:45.3,VSCode,3.75,224357,1,Active,59
Tuesday,12-11-2024,07:44.1,IntelliJ IDEA,1.61,320034,1,Active,32
Tuesday,12-11-2024,08:44.8,Chrome,0.48,607778,2,Active,17
Tuesday,12-11-2024,09:06.0,Windows Terminal,3.01,591868,1,Inactive,7
Tuesday,12-11-2024,10:04.3,VSCode,3.8,229806,3,Active,42
Tuesday,12-11-2024,11:57.2,GitHub Desktop,3.39,130680,1,Active,59
Tuesday,12-11-2024,12:48.0,Jira,4.75,464733,2,Active,59
Tuesday,12-11-2024,13:32.8,IntelliJ IDEA,2.57,171656,1,Active,38
Tuesday,12-11-2024,14:13.8,Postman,4.82,280117,3,Active,51
Tuesday,12-11-2024,15:07.0,Postman,4.61,597775,2,Active,33
Tuesday,12-11-2024,16:43.1,GitHub Desktop,4.19,498055,2,Active,37
Tuesday,12-11-2024,17:14.4,Chrome,3.83,429546,1,Inactive,12
Tuesday,12-11-2024,18:33.1,Git,3.84,402274,3,Active,10
Tuesday,12-11-2024,19:20.5,Chrome,1.99,579142,3,Inactive,48
Tuesday,12-11-2024,20:53.5,IntelliJ IDEA,2.81,404704,2,Active,59
Tuesday,12-11-2024,21:04.9,Git,4.7,485290,1,Active,48
Tuesday,12-11-2024,22:31.7,Chrome,2.04,648051,3,Active,12
Tuesday,12-11-2024,23:09.4,Discord,3.51,206663,3,Active,9
Tuesday,12-11-2024,24:23.2,Spotify,1.08,523927,1,Active,58
Tuesday,12-11-2024,25:27.8,Git,1.46,710185,3,Inactive,53
Tuesday,12-11-2024,26:50.8,Discord,1.84,799061,3,Inactive,36
Tuesday,12-11-2024,27:32.3,Edge,3.86,213284,1,Inactive,36
Tuesday,12-11-2024,28:31.2,Edge,0.25,155419,1,Inactive,48
Tuesday,12-11-2024,29:01.2,Discord,3.06,442838,1,Inactive,44
Tuesday,12-11-2024,30:39.1,Slack,3.34,645205,2,Inactive,17
Tuesday,12-11-2024,31:18.7,Git,2.5,374375,3,Inactive,56
Tuesday,12-11-2024,32:55.6,Outlook,0.19,133133,2,Active,29
Tuesday,12-11-2024,33:28.3,Discord,2.27,137728,1,Active,40
Tuesday,12-11-2024,34:42.9,Zoom,4.44,272117,2,Inactive,13
Tuesday,12-11-2024,35:19.7,Discord,2.49,214695,3,Inactive,47
Tuesday,12-11-2024,36:35.7,Outlook,2.9,599028,3,Active,37
Tuesday,12-11-2024,37:03.4,Jira,2.52,496149,3,Inactive,54
Tuesday,12-11-2024,38:18.3,Microsoft Teams,0.24,147310,1,Inactive,27
Tuesday,12-11-2024,39:51.8,VSCode,3.85,755520,2,Inactive,11
Tuesday,12-11-2024,40:27.4,Netflix,2.12,159191,3,Active,20
Tuesday,12-11-2024,41:15.7,Zoom,3,168681,2,Active,26
Tuesday,12-11-2024,42:10.0,Outlook,1.7,583298,3,Inactive,41
Tuesday,12-11-2024,43:32.9,Notepad++,1.41,592516,3,Active,25
Tuesday,12-11-2024,44:24.6,Discord,1.68,202472,2,Active,49
Tuesday,12-11-2024,45:43.2,Spotify,2.53,799806,2,Active,44
Tuesday,12-11-2024,46:19.4,Notepad++,1.09,766311,1,Active,23
Tuesday,12-11-2024,47:16.1,Zoom,4.98,521556,1,Active,50
Tuesday,12-11-2024,48:54.6,Chrome,3,386643,1,Inactive,32
Tuesday,12-11-2024,49:13.4,Slack,3.29,416509,3,Inactive,32
Tuesday,12-11-2024,50:42.6,Spotify,1.08,521843,2,Inactive,47
Tuesday,12-11-2024,51:48.6,GitHub Desktop,4.42,758342,3,Active,41
Tuesday,12-11-2024,52:31.2,Figma,1.41,768914,3,Inactive,41
Tuesday,12-11-2024,53:46.7,Microsoft Teams,2.66,481969,2,Active,20
Tuesday,12-11-2024,54:09.8,Zoom,4.24,530189,2,Active,45
Tuesday,12-11-2024,55:13.9,Notepad++,1.41,400988,3,Active,21
Tuesday,12-11-2024,56:43.6,IntelliJ IDEA,2.09,219074,1,Active,6
Tuesday,12-11-2024,57:15.8,Zoom,2.37,687019,2,Inactive,46
Tuesday,12-11-2024,58:57.0,Postman,0.88,243057,1,Inactive,55
Tuesday,12-11-2024,59:51.3,Outlook,0.96,144283,3,Inactive,55
Wednesday,13-11-2024,00:01.1,Slack,1.64,412453,1,Inactive,28
Wednesday,13-11-2024,01:42.7,Slack,2.04,247388,1,Active,41
Wednesday,13-11-2024,02:47.5,Chrome,2.66,708614,3,Inactive,36
Wednesday,13-11-2024,03:56.1,IntelliJ IDEA,3.04,428634,2,Inactive,56
Wednesday,13-11-2024,04:47.8,IntelliJ IDEA,4.68,328598,1,Active,16
Wednesday,13-11-2024,05:13.3,Figma,2.1,718115,1,Inactive,39
Wednesday,13-11-2024,06:23.7,Chrome,1.65,544366,2,Active,22
Wednesday,13-11-2024,07:56.8,Edge,1.88,485602,2,Active,46
Wednesday,13-11-2024,08:57.6,Microsoft Teams,4.22,794391,1,Active,21
Wednesday,13-11-2024,09:35.4,Zoom,3.23,480481,3,Active,39
Wednesday,13-11-2024,10:55.2,Figma,2,512064,2,Inactive,10
Wednesday,13-11-2024,11:59.9,IntelliJ IDEA,1.56,268010,2,Inactive,56
Wednesday,13-11-2024,12:49.7,Notepad++,3.97,387348,1,Inactive,35
Wednesday,13-11-2024,13:47.4,Spotify,3.62,205272,1,Inactive,37
Wednesday,13-11-2024,14:04.4,Notepad++,3.05,674334,3,Inactive,34
Wednesday,13-11-2024,15:44.0,Microsoft Teams,3.24,292664,3,Inactive,55
Wednesday,13-11-2024,16:41.1,VSCode,2.06,758816,2,Inactive,41
Wednesday,13-11-2024,17:05.1,GitHub Desktop,1.32,780715,1,Inactive,55
Wednesday,13-11-2024,18:20.5,Git,4.38,239995,2,Active,48
Wednesday,13-11-2024,19:37.9,Spotify,4.02,308314,1,Inactive,28
Wednesday,13-11-2024,20:11.4,Discord,4.73,698097,1,Active,6
Wednesday,13-11-2024,21:59.6,IntelliJ IDEA,4.54,584887,1,Inactive,49
Wednesday,13-11-2024,22:54.2,Microsoft Teams,2.07,549737,3,Inactive,14
Wednesday,13-11-2024,23:05.4,GitHub Desktop,4.74,223050,1,Inactive,54
Wednesday,13-11-2024,24:59.0,Figma,4.15,618152,1,Active,50
Wednesday,13-11-2024,25:13.2,Jira,1.51,618172,2,Active,32
Wednesday,13-11-2024,26:54.2,Postman,4.98,396712,3,Active,31
Wednesday,13-11-2024,27:11.4,Edge,0.24,374516,1,Inactive,20
Wednesday,13-11-2024,28:23.6,Figma,0.52,591658,1,Inactive,49
Wednesday,13-11-2024,29:25.7,Postman,3.6,543852,3,Inactive,9
Wednesday,13-11-2024,30:06.6,Microsoft Teams,0.36,346249,2,Inactive,43
Wednesday,13-11-2024,31:42.8,Microsoft Teams,0.13,629050,3,Inactive,24
Wednesday,13-11-2024,32:25.7,Netflix,0.75,686741,1,Active,21
Wednesday,13-11-2024,33:10.5,Git,4.66,590822,1,Active,25
Wednesday,13-11-2024,34:45.6,Notepad++,0.79,222517,2,Active,13
Wednesday,13-11-2024,35:31.9,Jira,3.76,550977,2,Inactive,44
Wednesday,13-11-2024,36:53.8,Jira,2.63,556943,1,Inactive,52
Wednesday,13-11-2024,37:31.8,Edge,2.82,789354,3,Inactive,8
Wednesday,13-11-2024,38:12.2,Microsoft Teams,1.23,137604,2,Inactive,15
Wednesday,13-11-2024,39:45.5,Notepad++,0.67,618951,1,Inactive,27
Wednesday,13-11-2024,40:45.6,Git,2.34,217955,3,Active,12
Wednesday,13-11-2024,41:22.1,Postman,4.35,289430,1,Inactive,41
Wednesday,13-11-2024,42:57.7,Postman,2.96,104326,3,Active,31
Wednesday,13-11-2024,43:58.1,IntelliJ IDEA,3.86,198886,2,Active,23
Wednesday,13-11-2024,44:43.7,Chrome,2.03,719014,1,Inactive,14
Wednesday,13-11-2024,45:01.1,Figma,4.17,791577,2,Inactive,45
Wednesday,13-11-2024,46:17.6,VSCode,1.71,145976,3,Inactive,25
Wednesday,13-11-2024,47:46.8,Edge,1.14,151047,3,Inactive,25
Wednesday,13-11-2024,48:51.1,Slack,2.78,731548,2,Active,30
Wednesday,13-11-2024,49:16.2,IntelliJ IDEA,4.83,518295,1,Active,59
Wednesday,13-11-2024,50:13.2,Discord,3.92,398776,3,Active,12
Wednesday,13-11-2024,51:19.5,Notepad++,3.71,425164,3,Active,27
Wednesday,13-11-2024,52:42.1,Netflix,2.61,613406,2,Inactive,35
Wednesday,13-11-2024,53:17.6,Notepad++,0.54,543061,2,Active,32
Wednesday,13-11-2024,54:40.4,Slack,0.3,458345,2,Active,46
Wednesday,13-11-2024,55:43.7,Edge,4.66,652891,3,Active,23
Wednesday,13-11-2024,56:29.5,Slack,4.55,600811,2,Active,13
Wednesday,13-11-2024,57:43.9,Zoom,4.22,648501,2,Inactive,41
Wednesday,13-11-2024,58:03.6,Slack,4.59,638354,1,Inactive,31
Wednesday,13-11-2024,59:06.5,Jira,1.84,714012,1,Active,12
Wednesday,13-11-2024,00:47.7,Figma,0.98,291059,2,Active,10
Wednesday,13-11-2024,01:26.9,Zoom,1.64,577100,3,Inactive,44
Wednesday,13-11-2024,02:51.3,Spotify,4.84,296284,1,Active,10
Wednesday,13-11-2024,03:47.6,Jira,4.37,211495,2,Active,5
Wednesday,13-11-2024,04:25.1,VSCode,0.94,600296,2,Inactive,60
Wednesday,13-11-2024,05:42.8,Git,1.58,746703,2,Inactive,56
Wednesday,13-11-2024,06:19.1,Edge,0.76,300070,1,Active,49
Wednesday,13-11-2024,07:12.9,VSCode,1.13,780130,1,Active,32
Wednesday,13-11-2024,08:53.7,Outlook,1.04,415535,2,Active,35
Wednesday,13-11-2024,09:27.0,Chrome,0.91,259826,3,Inactive,36
Wednesday,13-11-2024,10:30.0,Figma,2.97,311118,2,Inactive,8
Wednesday,13-11-2024,11:21.0,Chrome,3.19,552762,2,Inactive,52
Wednesday,13-11-2024,12:37.6,Outlook,5,138815,2,Inactive,36
Wednesday,13-11-2024,13:32.6,Git,1.24,163653,3,Active,32
Wednesday,13-11-2024,14:36.3,Outlook,0.41,779792,2,Inactive,12
Wednesday,13-11-2024,15:31.7,Netflix,2.3,557420,1,Active,23
Wednesday,13-11-2024,16:46.2,Git,1.78,343377,3,Active,42
Wednesday,13-11-2024,17:58.7,Spotify,4.62,788870,2,Active,23
Wednesday,13-11-2024,18:46.7,Discord,4.8,784196,3,Inactive,55
Wednesday,13-11-2024,19:30.8,GitHub Desktop,3.15,396177,3,Active,47
Wednesday,13-11-2024,20:30.1,GitHub Desktop,1.08,735173,2,Active,55
Wednesday,13-11-2024,21:27.0,Git,1.59,319606,3,Active,6
Wednesday,13-11-2024,22:22.9,Jira,1.85,266309,1,Active,56
Wednesday,13-11-2024,23:04.4,Notepad++,0.66,337701,1,Active,36
Wednesday,13-11-2024,24:16.4,Netflix,3.87,684080,2,Active,59
Wednesday,13-11-2024,25:44.9,Windows Terminal,3.06,209200,3,Active,33
Wednesday,13-11-2024,26:51.5,Chrome,4.88,740231,3,Active,57
Wednesday,13-11-2024,27:35.0,Windows Terminal,0.62,760525,1,Active,28
Wednesday,13-11-2024,28:10.8,Zoom,3.57,630471,2,Active,14
Wednesday,13-11-2024,29:41.4,Spotify,4.11,228957,1,Inactive,31
Wednesday,13-11-2024,30:49.8,VSCode,1.3,596672,2,Inactive,37
Wednesday,13-11-2024,31:10.1,Jira,1.92,535168,2,Active,14
Wednesday,13-11-2024,32:48.8,Windows Terminal,2.17,339266,1,Inactive,31
Wednesday,13-11-2024,33:58.4,Figma,4.76,641228,3,Inactive,6
Wednesday,13-11-2024,34:28.2,VSCode,3.62,642479,1,Active,26
Wednesday,13-11-2024,35:20.4,GitHub Desktop,2.23,512369,1,Active,41
Wednesday,13-11-2024,36:03.7,Windows Terminal,4.87,539673,2,Inactive,51
Wednesday,13-11-2024,37:47.3,Netflix,0.14,393371,3,Active,49
Wednesday,13-11-2024,38:25.5,Postman,4.45,754688,3,Inactive,49
Wednesday,13-11-2024,39:22.9,Discord,3.9,416178,1,Active,39
Wednesday,13-11-2024,40:21.4,Edge,2.65,667059,2,Active,10
Wednesday,13-11-2024,41:32.6,Zoom,2.65,766564,1,Active,6
Wednesday,13-11-2024,42:56.8,Outlook,3,353063,2,Inactive,37
Wednesday,13-11-2024,43:07.8,Microsoft Teams,4.22,372374,3,Inactive,12
Wednesday,13-11-2024,44:03.8,Chrome,2.3,700241,3,Active,34
Wednesday,13-11-2024,45:21.2,Outlook,4.24,345196,2,Inactive,23
Wednesday,13-11-2024,46:42.8,Edge,3.6,644909,3,Active,11
Wednesday,13-11-2024,47:20.5,Postman,4.13,478816,2,Active,14
Wednesday,13-11-2024,48:45.4,Notepad++,0.5,165214,2,Active,35
Wednesday,13-11-2024,49:13.5,Slack,1.91,651818,2,Inactive,60
Wednesday,13-11-2024,50:16.6,Git,3.22,561457,3,Inactive,51
Wednesday,13-11-2024,51:26.9,GitHub Desktop,0.81,233299,2,Inactive,13
Wednesday,13-11-2024,52:45.5,Windows Terminal,0.68,322971,2,Inactive,7
Wednesday,13-11-2024,53:47.2,Outlook,1.91,224535,3,Inactive,12
Wednesday,13-11-2024,54:07.4,Zoom,0.3,260751,1,Inactive,24
Wednesday,13-11-2024,55:23.3,Zoom,2.48,249809,1,Inactive,8
Wednesday,13-11-2024,56:59.9,Zoom,4.46,326053,1,Inactive,5
Wednesday,13-11-2024,57:07.6,Netflix,0.43,146852,2,Inactive,41
Wednesday,13-11-2024,58:19.6,Figma,4.51,495633,2,Active,53
Wednesday,13-11-2024,59:08.5,Figma,3.83,799631,2,Active,60
Wednesday,13-11-2024,00:46.3,Slack,4.02,796781,3,Inactive,29
Wednesday,13-11-2024,01:14.9,Discord,1.76,148045,3,Inactive,52
Wednesday,13-11-2024,02:17.7,Slack,4.34,126008,3,Inactive,40
Wednesday,13-11-2024,03:41.1,Outlook,0.52,748758,3,Active,41
Wednesday,13-11-2024,04:33.2,Git,2.56,119570,1,Active,6
Wednesday,13-11-2024,05:17.8,Postman,1.3,707705,2,Active,56
Wednesday,13-11-2024,06:34.6,Spotify,2.07,147168,2,Active,26
Wednesday,13-11-2024,07:27.2,Notepad++,0.22,653545,2,Inactive,21
Wednesday,13-11-2024,08:05.1,Chrome,2.75,399212,1,Active,21
Wednesday,13-11-2024,09:49.1,Edge,1.6,527060,3,Active,8
Wednesday,13-11-2024,10:39.3,GitHub Desktop,0.23,161343,2,Inactive,11
Wednesday,13-11-2024,11:20.1,Notepad++,4.48,370463,2,Active,8
Wednesday,13-11-2024,12:12.3,IntelliJ IDEA,2.52,628924,2,Active,22
Wednesday,13-11-2024,13:03.3,Figma,2.81,168637,2,Active,31
Wednesday,13-11-2024,14:40.2,VSCode,1.42,714646,3,Active,20
Wednesday,13-11-2024,15:48.6,Edge,1.59,526504,2,Active,59
Wednesday,13-11-2024,16:40.5,Postman,3.94,249282,2,Active,55
Wednesday,13-11-2024,17:15.6,Notepad++,4.81,682119,2,Active,5
Wednesday,13-11-2024,18:52.5,Zoom,3.3,275512,1,Active,35
Wednesday,13-11-2024,19:17.6,Jira,4.21,498619,2,Active,42
Wednesday,13-11-2024,20:53.5,Zoom,0.32,660033,3,Active,24
Wednesday,13-11-2024,21:05.4,Chrome,4.17,683510,2,Inactive,18
Wednesday,13-11-2024,22:39.5,Spotify,4.43,459279,3,Inactive,53
Wednesday,13-11-2024,23:45.5,Jira,1.31,437262,2,Active,34
Wednesday,13-11-2024,24:38.3,VSCode,4.58,240221,3,Active,43
Wednesday,13-11-2024,25:30.0,VSCode,3.4,533232,3,Inactive,53
Wednesday,13-11-2024,26:25.6,Slack,3.96,780627,3,Active,39
Wednesday,13-11-2024,27:01.9,Figma,3.39,470141,2,Inactive,29
Wednesday,13-11-2024,28:11.9,VSCode,0.71,488477,1,Inactive,5
Wednesday,13-11-2024,29:14.8,VSCode,3.82,475202,1,Active,57
Wednesday,13-11-2024,30:39.7,Zoom,4.06,331890,1,Inactive,28
Wednesday,13-11-2024,31:02.3,Git,4.53,735465,1,Active,17
Wednesday,13-11-2024,32:52.7,Discord,0.64,390819,3,Inactive,15
Wednesday,13-11-2024,33:35.2,GitHub Desktop,0.42,234476,3,Active,13
Wednesday,13-11-2024,34:17.0,IntelliJ IDEA,4.42,387653,1,Active,49
Wednesday,13-11-2024,35:43.6,Jira,3.44,575976,1,Inactive,46
Wednesday,13-11-2024,36:44.0,Microsoft Teams,4.28,438689,2,Inactive,22
Wednesday,13-11-2024,37:07.7,Windows Terminal,2.39,479030,3,Active,51
Wednesday,13-11-2024,38:14.0,Jira,4.6,658272,2,Inactive,5
Wednesday,13-11-2024,39:25.2,Spotify,0.5,699596,1,Active,49
Wednesday,13-11-2024,40:27.1,IntelliJ IDEA,1.06,445217,2,Active,45
Wednesday,13-11-2024,41:40.1,VSCode,2.45,125190,3,Inactive,58
Wednesday,13-11-2024,42:16.3,Chrome,2.42,457356,1,Inactive,38
Wednesday,13-11-2024,43:50.2,Slack,3.9,749662,2,Active,45
Wednesday,13-11-2024,44:28.6,Chrome,0.52,163634,1,Inactive,25
Wednesday,13-11-2024,45:56.9,Slack,3.93,165014,2,Active,24
Wednesday,13-11-2024,46:39.7,Notepad++,0.42,158500,3,Active,23
Wednesday,13-11-2024,47:54.4,Discord,0.57,531077,1,Active,34
Wednesday,13-11-2024,48:24.5,Notepad++,4.41,749310,1,Inactive,46
Wednesday,13-11-2024,49:43.8,VSCode,2.32,444136,3,Active,11
Wednesday,13-11-2024,50:06.0,Slack,3.01,303019,3,Active,45
Wednesday,13-11-2024,51:32.3,Netflix,2.16,751009,2,Active,20
Wednesday,13-11-2024,52:08.8,Microsoft Teams,0.4,426806,3,Inactive,37
Wednesday,13-11-2024,53:41.8,Netflix,1.62,667430,1,Active,35
Wednesday,13-11-2024,54:19.6,Spotify,1.53,108474,3,Active,8
Wednesday,13-11-2024,55:15.5,Outlook,4.31,542563,2,Active,17
Wednesday,13-11-2024,56:41.0,Postman,3.95,458143,1,Inactive,49
Wednesday,13-11-2024,57:44.5,Spotify,4.27,693595,2,Inactive,31
Wednesday,13-11-2024,58:21.2,Chrome,2.33,144241,2,Active,5
Wednesday,13-11-2024,59:40.2,IntelliJ IDEA,2.39,323491,1,Inactive,52
Wednesday,13-11-2024,00:50.0,Spotify,4.06,494172,1,Inactive,16
Wednesday,13-11-2024,01:52.0,Netflix,0.15,475271,1,Active,14
Wednesday,13-11-2024,02:18.5,Postman,3.19,477392,1,Active,17
Wednesday,13-11-2024,03:12.3,GitHub Desktop,1.17,374725,3,Active,26
Wednesday,13-11-2024,04:54.6,IntelliJ IDEA,0.97,122536,1,Inactive,11
Wednesday,13-11-2024,05:01.9,Edge,1.96,216359,2,Active,24
Wednesday,13-11-2024,06:29.3,Netflix,4.07,793013,1,Inactive,50
Wednesday,13-11-2024,07:04.1,Edge,4.43,237148,1,Active,39
Wednesday,13-11-2024,08:24.7,Netflix,1.66,550405,3,Active,7
Wednesday,13-11-2024,09:48.6,Postman,4.29,408472,1,Inactive,20
Wednesday,13-11-2024,10:03.7,Jira,4.38,632959,3,Inactive,18
Wednesday,13-11-2024,11:46.1,Git,3.98,744755,1,Active,37
Wednesday,13-11-2024,12:24.8,Windows Terminal,1.93,644098,2,Active,25
Wednesday,13-11-2024,13:45.4,Windows Terminal,3.5,618827,2,Inactive,42
Wednesday,13-11-2024,14:25.7,Microsoft Teams,1.12,312861,2,Active,30
Wednesday,13-11-2024,15:13.3,Notepad++,4.45,699125,1,Inactive,21
Wednesday,13-11-2024,16:35.1,Edge,3.78,409380,2,Inactive,19
Wednesday,13-11-2024,17:37.0,Figma,2.61,452713,2,Inactive,34
Wednesday,13-11-2024,18:27.4,Netflix,4.04,432420,2,Inactive,6
Wednesday,13-11-2024,19:11.5,IntelliJ IDEA,1.4,179574,2,Active,23
Wednesday,13-11-2024,20:53.5,Windows Terminal,2.78,181955,2,Active,11
Wednesday,13-11-2024,21:07.1,Netflix,0.29,310036,2,Active,48
Wednesday,13-11-2024,22:21.3,Zoom,3.75,387796,1,Active,59
Wednesday,13-11-2024,23:48.8,Outlook,4.57,108948,2,Inactive,57
Wednesday,13-11-2024,24:22.8,Discord,4.73,708125,3,Active,35
Wednesday,13-11-2024,25:41.5,Edge,4.34,338633,1,Active,35
Wednesday,13-11-2024,26:14.5,Outlook,3.81,583814,2,Active,25
Wednesday,13-11-2024,27:54.2,Notepad++,3.87,537977,1,Inactive,33
Wednesday,13-11-2024,28:54.6,VSCode,1.94,705561,1,Inactive,52
Wednesday,13-11-2024,29:00.5,Netflix,1.77,539507,2,Inactive,53
Wednesday,13-11-2024,30:49.7,Outlook,1.57,715467,1,Active,13
Wednesday,13-11-2024,31:10.0,Spotify,2.88,732294,3,Inactive,29
Wednesday,13-11-2024,32:14.0,Discord,0.41,505205,1,Inactive,11
Wednesday,13-11-2024,33:21.6,Figma,3.23,419443,1,Active,11
Wednesday,13-11-2024,34:43.6,GitHub Desktop,0.26,732672,2,Active,16
