Day,Date,Time,App,CPU(%),Memory(KB),Launch Frequency,Window Status,Session Duration (min)
Wednesday,06-11-2024,15:55.23,PowerPoint,0.33,660448,4,Inactive,39
Wednesday,06-11-2024,21:38.06,YouTube,1.64,537221,1,Inactive,41
Wednesday,06-11-2024,11:53.06,IntelliJ IDEA,1.93,655230,1,Active,47
Wednesday,06-11-2024,19:58.49,MATLAB,2.39,409372,2,Inactive,45
Wednesday,06-11-2024,09:33.03,Jira,3.66,283681,2,Inactive,39
Wednesday,06-11-2024,09:33.45,Chrome,1.05,394592,2,Active,10
Wednesday,06-11-2024,00:56.59,Trello,3.01,415869,2,Inactive,29
Wednesday,06-11-2024,10:56.12,Google Drive,2.22,283045,4,Active,13
Wednesday,06-11-2024,16:01.31,Zoom,4.4,549219,4,Inactive,57
Wednesday,06-11-2024,08:55.40,Slack,0.69,645750,1,Inactive,55
Wednesday,06-11-2024,16:49.44,YouTube,2.42,458350,3,Inactive,48
Wednesday,06-11-2024,18:09.10,Jira,3.75,144632,3,Active,26
Wednesday,06-11-2024,07:17.14,Slack,3.03,646165,2,Active,46
Wednesday,06-11-2024,19:47.07,Outlook,4.32,446370,2,Inactive,10
Wednesday,06-11-2024,23:32.37,Google Drive,2.62,217656,3,Inactive,39
Wednesday,06-11-2024,07:05.07,Excel,4.8,596167,2,Inactive,39
Wednesday,06-11-2024,13:31.45,Adobe Illustrator,1.33,652916,1,Inactive,13
Thursday,07-11-2024,23:10.55,MATLAB,4.73,656507,3,Inactive,38
Thursday,07-11-2024,10:49.34,Google Drive,2.44,593506,3,Inactive,14
Thursday,07-11-2024,22:15.02,Notion,1.74,638046,4,Inactive,31
Thursday,07-11-2024,10:24.57,PowerPoint,1.43,172502,2,Active,42
Thursday,07-11-2024,15:00.51,Edge,4.38,372161,4,Active,13
Thursday,07-11-2024,16:06.53,VSCode,4.86,300524,4,Inactive,28
Thursday,07-11-2024,09:19.44,Xcode,4.32,559144,1,Active,16
Thursday,07-11-2024,17:54.58,IntelliJ IDEA,1.87,365541,2,Active,21
Thursday,07-11-2024,00:19.24,WhatsApp,1.77,248438,3,Inactive,28
Thursday,07-11-2024,19:57.13,MATLAB,2.49,318879,2,Inactive,15
Thursday,07-11-2024,22:48.56,Unity,1.22,205377,3,Inactive,45
Thursday,07-11-2024,07:09.50,PowerPoint,1.67,606441,1,Inactive,38
Thursday,07-11-2024,00:47.08,Zoom,3.85,207161,1,Inactive,40
Thursday,07-11-2024,11:50.26,Visual Studio,4.3,167095,1,Inactive,25
Thursday,07-11-2024,21:19.51,Edge,2.95,588831,2,Active,55
Thursday,07-11-2024,23:07.01,Netflix,2.95,500792,1,Active,20
Thursday,07-11-2024,13:59.51,Adobe Illustrator,4.92,626053,1,Inactive,47
Thursday,07-11-2024,15:03.34,Microsoft Store,2.42,233645,4,Active,56
Thursday,07-11-2024,07:39.21,Spotify,4.28,431892,2,Inactive,59
Thursday,07-11-2024,00:17.23,VSCode,3.65,634790,1,Inactive,13
Thursday,07-11-2024,07:04.03,Google Drive,1.57,618228,2,Active,46
Thursday,07-11-2024,07:26.20,Jira,3.77,230516,1,Active,31
Thursday,07-11-2024,08:43.40,Firefox,3.6,150517,2,Inactive,24
Thursday,07-11-2024,00:06.04,MATLAB,1.64,380669,4,Active,10
Thursday,07-11-2024,22:45.09,GitHub Desktop,2.84,344612,1,Active,56
Thursday,07-11-2024,20:41.47,OBS Studio,1.78,605990,2,Active,58
Thursday,07-11-2024,20:12.18,Telegram,1.75,545514,1,Inactive,54
Thursday,07-11-2024,10:02.36,Trello,1.2,424980,2,Active,39
Thursday,07-11-2024,23:42.53,Telegram,4.23,648397,4,Active,14
Thursday,07-11-2024,09:46.01,OneNote,3.02,278422,2,Active,34
Thursday,07-11-2024,19:15.55,YouTube,1.28,116236,2,Inactive,19
Thursday,07-11-2024,14:13.51,VSCode,1.91,638749,2,Active,22
Thursday,07-11-2024,19:01.06,Outlook,1.2,437529,2,Inactive,29
Thursday,07-11-2024,21:54.09,MATLAB,0.75,131454,2,Inactive,56
Thursday,07-11-2024,22:28.10,Adobe Illustrator,2.23,178304,3,Active,26
Thursday,07-11-2024,00:48.13,Unity,3.79,555614,4,Inactive,38
Thursday,07-11-2024,11:45.11,Google Drive,3.31,630546,1,Inactive,48
Thursday,07-11-2024,09:21.50,Blender,3.5,230085,2,Inactive,17
Thursday,07-11-2024,16:29.16,VSCode,1.62,262820,3,Active,30
Thursday,07-11-2024,22:40.29,Google Drive,0.91,535905,1,Inactive,32
Thursday,07-11-2024,19:19.18,Spotify,3.49,112874,1,Active,58
Thursday,07-11-2024,09:19.40,Blender,4.32,563795,1,Inactive,30
Thursday,07-11-2024,13:13.57,Trello,0.62,331152,1,Inactive,31
Thursday,07-11-2024,18:17.04,Notion,1.06,412823,1,Inactive,31
Thursday,07-11-2024,12:04.29,Skype,3.4,373070,2,Active,45
Thursday,07-11-2024,07:19.12,Trello,4.34,245324,2,Active,52
Thursday,07-11-2024,07:49.45,Steam,2.87,150468,2,Inactive,60
Thursday,07-11-2024,18:37.39,Android Studio,2.84,557629,3,Active,23
Thursday,07-11-2024,07:27.44,Adobe Illustrator,4.06,378215,1,Active,44
Thursday,07-11-2024,13:21.16,Adobe Illustrator,2.8,682336,2,Inactive,10
Thursday,07-11-2024,07:34.14,Notion,4.96,272614,1,Inactive,31
Thursday,07-11-2024,21:33.10,IntelliJ IDEA,4.75,101123,2,Active,50
Thursday,07-11-2024,23:11.38,Postman,2.99,500029,1,Active,25
Thursday,07-11-2024,22:28.25,Adobe Illustrator,4.6,650464,3,Inactive,53
Thursday,07-11-2024,15:04.13,Android Studio,3.52,594156,2,Inactive,41
Thursday,07-11-2024,09:32.46,Steam,2.73,611903,1,Active,43
Thursday,07-11-2024,16:14.31,Spotify,4.39,583896,2,Inactive,24
Thursday,07-11-2024,13:26.59,VSCode,3.0,491238,2,Inactive,27
Thursday,07-11-2024,09:16.43,Spotify,3.78,602809,2,Inactive,46
Thursday,07-11-2024,17:34.26,Blender,0.98,173593,3,Inactive,14
Thursday,07-11-2024,07:25.37,Teams,0.84,198168,1,Inactive,51
Thursday,07-11-2024,08:22.31,Eclipse,4.91,420317,2,Active,38
Thursday,07-11-2024,08:42.40,GitHub Desktop,0.52,136392,1,Inactive,32
Thursday,07-11-2024,17:54.11,IntelliJ IDEA,1.54,507500,2,Active,45
Friday,08-11-2024,20:51.58,Adobe Photoshop,2.13,498965,2,Active,44
Friday,08-11-2024,00:05.50,Discord,1.95,423873,1,Active,31
Friday,08-11-2024,15:56.44,Unity,2.12,141468,3,Active,39
Friday,08-11-2024,10:51.13,PowerPoint,1.75,313920,4,Active,43
Friday,08-11-2024,22:30.11,Android Studio,2.48,152239,1,Inactive,10
Friday,08-11-2024,00:43.54,YouTube,1.48,419986,3,Active,24
Friday,08-11-2024,00:55.18,YouTube,3.64,389852,1,Active,43
Friday,08-11-2024,20:20.59,Slack,2.4,499785,2,Inactive,45
Friday,08-11-2024,19:08.45,Word,3.7,450924,2,Inactive,13
Friday,08-11-2024,16:06.40,Adobe Illustrator,1.56,597831,1,Inactive,15
Friday,08-11-2024,18:19.40,Postman,1.82,133245,2,Active,55
Friday,08-11-2024,16:21.10,Figma,2.57,506575,2,Active,36
Friday,08-11-2024,22:02.19,Unity,0.57,306280,3,Inactive,19
Friday,08-11-2024,20:42.46,Outlook,1.91,220949,1,Active,59
Friday,08-11-2024,17:28.24,Blender,0.38,559379,4,Inactive,53
Friday,08-11-2024,00:14.04,MATLAB,2.99,585163,2,Inactive,42
Friday,08-11-2024,00:25.26,VSCode,0.64,557981,1,Active,29
Friday,08-11-2024,10:08.59,Netflix,4.01,376435,3,Active,39
Friday,08-11-2024,09:52.21,Microsoft Store,1.97,698818,1,Active,14
Friday,08-11-2024,11:36.35,Chrome,1.9,168993,3,Inactive,54
Friday,08-11-2024,00:26.46,Xcode,3.43,111968,2,Inactive,39
Friday,08-11-2024,20:37.30,OneNote,0.99,522181,1,Active,49
Friday,08-11-2024,23:41.42,Figma,4.18,315759,1,Active,47
Friday,08-11-2024,11:41.48,Steam,4.89,649174,3,Active,55
Friday,08-11-2024,22:58.52,WhatsApp,2.42,200439,2,Active,57
Friday,08-11-2024,07:59.50,Teams,2.63,350701,2,Inactive,41
Friday,08-11-2024,22:59.07,AutoCAD,1.04,378907,3,Inactive,20
Friday,08-11-2024,13:52.27,Spotify,3.33,354544,1,Active,40
Friday,08-11-2024,14:39.29,Opera,4.61,564285,1,Inactive,53
Friday,08-11-2024,15:01.01,Jira,4.0,251682,4,Inactive,51
Friday,08-11-2024,19:19.54,Adobe Illustrator,0.95,481601,1,Active,21
Friday,08-11-2024,18:15.37,Chrome,3.32,387891,4,Inactive,59
Friday,08-11-2024,20:04.41,Slack,1.0,249381,2,Inactive,41
Friday,08-11-2024,08:22.12,GitHub Desktop,2.99,470655,2,Inactive,22
Friday,08-11-2024,18:45.16,Xcode,2.48,496214,4,Active,15
Friday,08-11-2024,18:47.26,Telegram,2.52,486197,4,Active,20
Friday,08-11-2024,23:44.07,Unity,4.7,462263,2,Inactive,44
Friday,08-11-2024,22:01.32,VSCode,4.41,194703,4,Active,50
Friday,08-11-2024,10:07.57,Unity,1.6,280849,4,Inactive,53
Friday,08-11-2024,09:03.22,Excel,3.95,290873,2,Inactive,49
Friday,08-11-2024,13:20.48,Outlook,0.69,456595,2,Active,16
Friday,08-11-2024,15:51.00,Xcode,0.82,449900,3,Inactive,60
Friday,08-11-2024,00:34.11,PowerPoint,2.89,196680,1,Inactive,56
Friday,08-11-2024,07:55.16,Microsoft Store,2.87,316964,2,Active,57
Friday,08-11-2024,17:04.58,Teams,3.56,219402,4,Inactive,22
Friday,08-11-2024,00:57.38,Teams,2.34,478931,2,Active,40
Friday,08-11-2024,11:44.18,Spotify,1.36,294328,4,Inactive,19
Friday,08-11-2024,19:13.27,MATLAB,0.76,656960,2,Inactive,59
Friday,08-11-2024,20:09.08,Steam,0.74,309242,2,Inactive,33
Friday,08-11-2024,22:27.32,Blender,3.6,670753,2,Inactive,24
Friday,08-11-2024,18:05.34,Visual Studio,1.5,100403,4,Inactive,31
Friday,08-11-2024,12:08.39,Firefox,1.56,111858,1,Active,32
Friday,08-11-2024,15:14.32,Excel,2.41,241118,1,Active,46
Friday,08-11-2024,16:15.01,GitHub Desktop,0.85,431904,1,Active,14
Friday,08-11-2024,23:28.35,Discord,3.91,502541,3,Inactive,23
Friday,08-11-2024,14:38.06,Netflix,4.09,615796,2,Active,12
Friday,08-11-2024,20:22.32,GitHub Desktop,3.28,679480,1,Inactive,30
Friday,08-11-2024,21:50.41,Adobe Photoshop,0.57,668647,2,Active,41
Friday,08-11-2024,15:58.37,Excel,3.06,483260,2,Inactive,49
Friday,08-11-2024,18:28.27,Adobe Illustrator,2.51,556725,3,Inactive,49
Friday,08-11-2024,11:23.20,Xcode,2.59,472205,2,Active,48
Friday,08-11-2024,17:40.34,IntelliJ IDEA,3.63,122777,4,Inactive,55
Friday,08-11-2024,21:32.01,Blender,2.51,318925,2,Inactive,52
Friday,08-11-2024,22:08.22,MATLAB,1.89,114024,1,Active,60
Friday,08-11-2024,17:12.07,OBS Studio,1.34,245765,4,Inactive,19
Friday,08-11-2024,16:25.28,PowerPoint,4.6,514906,3,Inactive,50
Friday,08-11-2024,15:15.07,Telegram,3.6,274769,4,Active,30
Friday,08-11-2024,22:14.28,Blender,3.33,542576,1,Inactive,29
Friday,08-11-2024,22:53.34,Opera,2.9,442562,1,Inactive,49
Friday,08-11-2024,20:08.27,Visual Studio,1.43,371685,1,Inactive,30
Friday,08-11-2024,19:44.51,Xcode,2.3,576932,2,Inactive,52
Friday,08-11-2024,11:52.01,IntelliJ IDEA,4.33,108065,4,Inactive,35
Friday,08-11-2024,09:34.41,Excel,4.26,607500,2,Active,14
Friday,08-11-2024,07:58.48,GitHub Desktop,1.36,122758,2,Active,40
Friday,08-11-2024,12:32.23,Blender,3.04,136292,1,Inactive,30
Friday,08-11-2024,15:26.35,Teams,2.72,112524,4,Active,20
Friday,08-11-2024,20:53.34,AutoCAD,2.89,348174,1,Active,44
Friday,08-11-2024,15:12.58,Trello,3.17,148107,4,Inactive,14
Friday,08-11-2024,19:45.59,Notion,1.96,583802,2,Active,10
Friday,08-11-2024,22:50.22,Figma,3.61,569588,4,Active,30
Friday,08-11-2024,18:17.52,Telegram,1.56,355179,2,Active,30
Friday,08-11-2024,23:04.12,Adobe Illustrator,2.53,299682,2,Active,20
Friday,08-11-2024,09:48.20,Opera,0.59,307634,2,Inactive,46
Friday,08-11-2024,19:27.35,Spotify,3.08,191285,1,Active,33
Friday,08-11-2024,13:19.56,Word,1.36,303952,1,Active,34
Friday,08-11-2024,15:37.20,Opera,4.07,384572,2,Active,13
Friday,08-11-2024,15:32.35,Adobe Photoshop,1.34,619569,3,Active,48
Friday,08-11-2024,23:21.55,Trello,0.86,304456,4,Active,58
Friday,08-11-2024,23:05.28,Android Studio,1.54,361696,2,Inactive,23
Friday,08-11-2024,11:06.25,YouTube,2.95,150731,2,Active,49
Friday,08-11-2024,16:51.38,Steam,4.87,562531,3,Active,28
Friday,08-11-2024,16:00.01,Google Drive,4.1,329698,2,Active,17
Saturday,09-11-2024,18:47.22,Adobe Photoshop,0.6,498832,1,Inactive,44
Saturday,09-11-2024,15:09.47,Opera,0.84,667304,4,Inactive,35
Saturday,09-11-2024,11:39.57,Figma,4.69,691344,2,Inactive,60
Saturday,09-11-2024,19:06.19,Netflix,3.07,518442,2,Inactive,50
Saturday,09-11-2024,23:39.33,Visual Studio,4.8,245792,4,Active,18
Saturday,09-11-2024,23:18.46,Slack,2.64,409990,2,Inactive,34
Saturday,09-11-2024,09:50.47,Microsoft Store,0.55,680052,1,Inactive,28
Saturday,09-11-2024,22:23.20,VSCode,3.48,678965,2,Inactive,48
Saturday,09-11-2024,20:00.22,Word,0.95,589698,2,Inactive,26
Saturday,09-11-2024,09:28.06,Xcode,2.94,268471,2,Inactive,32
Saturday,09-11-2024,00:57.33,Netflix,2.92,634631,1,Inactive,32
Saturday,09-11-2024,12:50.18,Edge,0.43,667227,1,Inactive,41
Saturday,09-11-2024,22:48.20,Word,2.49,543416,2,Active,19
Saturday,09-11-2024,22:09.21,Microsoft Store,0.9,651509,1,Inactive,15
Saturday,09-11-2024,10:43.35,Steam,2.96,491112,4,Inactive,58
Saturday,09-11-2024,16:56.52,Slack,1.91,530204,4,Active,46
Saturday,09-11-2024,19:19.40,Netflix,0.51,280587,2,Active,23
Saturday,09-11-2024,11:08.29,PowerPoint,3.4,533626,1,Inactive,11
Saturday,09-11-2024,11:22.23,Xcode,2.73,189674,3,Inactive,20
Saturday,09-11-2024,17:42.44,AutoCAD,3.8,491896,1,Active,42
Saturday,09-11-2024,15:58.45,Adobe Photoshop,3.91,139919,1,Inactive,29
Saturday,09-11-2024,13:14.51,Zoom,0.83,596681,2,Inactive,20
Saturday,09-11-2024,23:06.47,Chrome,1.39,205728,4,Inactive,51
Saturday,09-11-2024,10:53.05,Word,1.98,671681,2,Active,40
Saturday,09-11-2024,10:53.23,Unity,3.58,496170,4,Inactive,59
Saturday,09-11-2024,00:11.23,AutoCAD,5.0,329344,2,Active,15
Saturday,09-11-2024,07:08.50,Slack,3.41,406313,1,Inactive,31
Saturday,09-11-2024,00:29.37,Firefox,4.26,110266,4,Inactive,55
Saturday,09-11-2024,07:40.21,PowerPoint,1.78,297779,2,Active,33
Saturday,09-11-2024,12:07.40,YouTube,3.53,323138,2,Active,29
Saturday,09-11-2024,07:34.45,Telegram,2.47,565266,2,Inactive,38
Saturday,09-11-2024,19:45.55,Steam,3.49,143935,1,Inactive,16
Saturday,09-11-2024,21:01.45,Telegram,4.96,456403,2,Active,58
Saturday,09-11-2024,08:46.13,Steam,3.79,122543,1,Inactive,52
Saturday,09-11-2024,18:39.23,Telegram,1.18,695439,1,Inactive,20
Saturday,09-11-2024,00:04.30,Skype,4.29,673543,4,Active,43
Saturday,09-11-2024,23:03.36,Netflix,3.48,161829,4,Active,15
Saturday,09-11-2024,17:20.46,MATLAB,2.22,602660,1,Active,42
Saturday,09-11-2024,15:10.46,Postman,3.1,470359,3,Inactive,36
Saturday,09-11-2024,17:01.17,Steam,3.02,393858,3,Active,31
Saturday,09-11-2024,22:38.40,Teams,4.86,276311,3,Inactive,45
Saturday,09-11-2024,20:58.42,Outlook,3.73,474123,2,Inactive,58
Saturday,09-11-2024,07:06.48,Netflix,3.15,541999,1,Active,24
Saturday,09-11-2024,11:21.01,Excel,1.13,315813,1,Inactive,35
Saturday,09-11-2024,14:51.46,Microsoft Store,4.86,610794,1,Inactive,58
Saturday,09-11-2024,22:55.55,Unity,4.88,500329,2,Inactive,42
Saturday,09-11-2024,15:52.04,Chrome,2.62,514666,4,Inactive,58
Saturday,09-11-2024,15:11.26,Postman,1.47,449135,4,Inactive,22
Saturday,09-11-2024,19:32.49,OBS Studio,4.91,536881,1,Active,18
Saturday,09-11-2024,21:34.19,Excel,0.69,690456,1,Inactive,10
Saturday,09-11-2024,22:04.53,Adobe Photoshop,3.24,105408,4,Inactive,33
Saturday,09-11-2024,12:52.09,Telegram,2.45,309194,2,Active,38
Saturday,09-11-2024,13:16.38,Adobe Photoshop,4.57,409161,2,Active,13
Saturday,09-11-2024,20:45.48,Android Studio,2.92,108822,1,Active,57
Saturday,09-11-2024,00:11.14,Eclipse,3.03,356115,2,Inactive,14
Saturday,09-11-2024,18:05.46,Spotify,2.72,213210,3,Active,52
Saturday,09-11-2024,21:52.44,Outlook,0.36,407954,1,Active,36
Saturday,09-11-2024,23:08.46,Telegram,3.6,694941,1,Active,60
Saturday,09-11-2024,15:05.56,Word,4.41,623494,1,Active,14
Saturday,09-11-2024,18:59.32,Edge,1.8,417402,3,Active,49
Sunday,10-11-2024,08:10.25,Word,2.07,387253,1,Active,44
Sunday,10-11-2024,23:07.49,VSCode,4.32,239256,3,Active,43
Sunday,10-11-2024,18:38.39,Steam,3.36,634462,2,Active,23
Sunday,10-11-2024,23:08.11,MATLAB,1.01,304903,4,Active,31
Sunday,10-11-2024,14:43.25,Xcode,0.98,220954,2,Inactive,24
Sunday,10-11-2024,20:43.10,Edge,2.06,666737,1,Active,56
Sunday,10-11-2024,09:57.05,Chrome,1.34,200589,1,Active,14
Sunday,10-11-2024,19:57.40,Firefox,2.59,553596,2,Inactive,29
Sunday,10-11-2024,23:31.03,Telegram,3.32,123507,4,Inactive,30
Sunday,10-11-2024,19:01.27,Word,2.38,660194,2,Inactive,35
Sunday,10-11-2024,00:24.57,Jira,2.59,410698,1,Active,32
Sunday,10-11-2024,21:06.12,VSCode,4.58,480966,2,Active,20
Sunday,10-11-2024,13:07.37,Eclipse,4.25,258427,2,Active,34
Sunday,10-11-2024,10:39.28,IntelliJ IDEA,2.23,235443,1,Active,48
Sunday,10-11-2024,23:42.13,Steam,2.31,357916,1,Active,26
Sunday,10-11-2024,16:30.07,Figma,2.99,691435,4,Active,56
Sunday,10-11-2024,12:57.52,Microsoft Store,3.32,691972,2,Inactive,12
Sunday,10-11-2024,19:03.09,Blender,1.87,412551,1,Active,21
Sunday,10-11-2024,13:09.36,Eclipse,4.46,330758,1,Inactive,38
Sunday,10-11-2024,00:34.37,Visual Studio,1.31,145699,4,Active,23
Sunday,10-11-2024,18:10.37,Xcode,2.59,640919,1,Inactive,48
Sunday,10-11-2024,23:21.11,Trello,1.71,318251,1,Inactive,60
Sunday,10-11-2024,21:09.45,Adobe Illustrator,4.33,135727,1,Inactive,45
Sunday,10-11-2024,07:57.22,Opera,3.67,540746,1,Active,53
Sunday,10-11-2024,12:29.59,WhatsApp,1.54,224115,2,Inactive,33
Sunday,10-11-2024,14:09.03,Telegram,4.06,242966,2,Inactive,60
Sunday,10-11-2024,20:04.18,Teams,2.4,478797,1,Inactive,56
Sunday,10-11-2024,21:38.28,MATLAB,1.04,364721,1,Active,15
Sunday,10-11-2024,08:48.22,Steam,2.76,502302,2,Active,38
Sunday,10-11-2024,07:00.21,Slack,3.09,276136,2,Active,19
Sunday,10-11-2024,15:18.30,Teams,3.15,514970,1,Inactive,19
Sunday,10-11-2024,07:39.35,OneNote,1.14,466602,1,Active,30
Sunday,10-11-2024,00:36.26,Skype,3.42,248404,4,Inactive,52
Sunday,10-11-2024,19:03.23,Edge,0.45,280548,1,Inactive,41
Sunday,10-11-2024,08:28.51,Opera,1.98,255587,1,Active,18
Sunday,10-11-2024,08:36.03,Blender,4.95,383899,1,Inactive,22
Sunday,10-11-2024,12:00.28,Unity,3.92,343578,1,Active,44
Sunday,10-11-2024,14:06.04,Firefox,0.58,444910,2,Active,18
Sunday,10-11-2024,21:44.39,Teams,1.56,381295,1,Active,36
Sunday,10-11-2024,07:40.17,Spotify,2.95,236407,1,Active,15
Sunday,10-11-2024,17:17.01,Outlook,3.53,376554,4,Active,35
Sunday,10-11-2024,10:36.25,IntelliJ IDEA,0.62,271346,2,Inactive,51
Sunday,10-11-2024,18:17.24,Steam,0.57,380135,1,Active,58
Sunday,10-11-2024,11:46.34,Zoom,1.61,219544,3,Active,27
Sunday,10-11-2024,00:16.50,Unity,4.38,628484,2,Inactive,36
Sunday,10-11-2024,21:55.54,YouTube,4.98,111913,1,Active,51
Sunday,10-11-2024,22:50.33,Jira,1.43,260100,3,Active,28
Sunday,10-11-2024,21:58.48,Xcode,1.45,134312,2,Active,42
Sunday,10-11-2024,18:00.58,Microsoft Store,4.79,212986,1,Inactive,12
Sunday,10-11-2024,11:41.03,Figma,2.65,288524,2,Inactive,51
Sunday,10-11-2024,16:28.51,Teams,3.72,383904,4,Active,38
Sunday,10-11-2024,00:04.18,Trello,0.4,576176,1,Active,11
Sunday,10-11-2024,15:17.46,Eclipse,2.24,147598,1,Inactive,46
Sunday,10-11-2024,17:16.27,Trello,2.32,316557,2,Inactive,55
Sunday,10-11-2024,14:52.13,Zoom,2.28,670144,2,Inactive,55
Sunday,10-11-2024,11:07.11,AutoCAD,4.45,462240,3,Inactive,55
Sunday,10-11-2024,10:37.54,Discord,2.67,383544,3,Inactive,51
Sunday,10-11-2024,15:40.43,PowerPoint,4.15,597664,2,Inactive,11
Sunday,10-11-2024,23:27.15,Unity,3.44,415162,2,Inactive,25
Sunday,10-11-2024,21:32.45,MATLAB,4.64,130689,1,Inactive,48
Sunday,10-11-2024,13:50.38,Telegram,4.57,668223,2,Active,14
Sunday,10-11-2024,15:25.23,Skype,0.85,514266,3,Inactive,24
Sunday,10-11-2024,07:36.59,Opera,3.33,384998,1,Active,52
Sunday,10-11-2024,07:40.18,Teams,1.8,291553,2,Inactive,35
Sunday,10-11-2024,12:09.15,Netflix,4.45,269925,2,Active,52
Sunday,10-11-2024,11:21.59,Opera,4.27,445949,4,Active,28
Sunday,10-11-2024,11:45.25,Visual Studio,2.77,671921,4,Active,19
Sunday,10-11-2024,19:20.53,Teams,1.26,689532,1,Active,43
Sunday,10-11-2024,10:45.16,Android Studio,3.62,498676,3,Active,33
Sunday,10-11-2024,16:58.05,Xcode,0.93,162096,1,Active,52
Sunday,10-11-2024,00:24.39,Word,4.44,604899,4,Inactive,11
Sunday,10-11-2024,14:57.57,AutoCAD,4.87,451304,2,Active,57
Sunday,10-11-2024,10:21.48,OneNote,2.42,335153,3,Inactive,17
Sunday,10-11-2024,15:26.33,Excel,0.66,554351,4,Inactive,54
Sunday,10-11-2024,22:13.50,Blender,2.67,662996,4,Active,36
Sunday,10-11-2024,07:39.03,Unity,1.25,422863,1,Inactive,24
Sunday,10-11-2024,09:14.11,Unity,4.92,118431,2,Active,28
Sunday,10-11-2024,16:55.28,Figma,3.8,617393,4,Inactive,11
Sunday,10-11-2024,10:56.57,Discord,0.62,667767,1,Active,43
Sunday,10-11-2024,00:08.17,IntelliJ IDEA,1.52,394914,2,Inactive,18
Sunday,10-11-2024,14:00.13,YouTube,3.29,298405,1,Active,57
Sunday,10-11-2024,16:14.05,VSCode,4.19,690771,1,Inactive,49
Sunday,10-11-2024,16:46.03,PowerPoint,1.82,473609,1,Active,19
Monday,11-11-2024,18:16.22,Postman,4.02,251168,1,Inactive,17
Monday,11-11-2024,17:12.40,PowerPoint,1.98,525520,1,Inactive,10
Monday,11-11-2024,18:34.58,VSCode,2.69,634954,1,Active,56
Monday,11-11-2024,13:57.42,Zoom,2.31,142884,1,Active,38
Monday,11-11-2024,17:13.28,Notion,1.03,375483,2,Inactive,29
Monday,11-11-2024,21:29.24,Blender,1.85,265057,2,Inactive,44
Monday,11-11-2024,15:01.35,YouTube,3.6,299019,3,Active,35
Monday,11-11-2024,22:45.36,Microsoft Store,1.58,321998,2,Inactive,38
Monday,11-11-2024,14:00.01,Xcode,2.25,114665,1,Inactive,35
Monday,11-11-2024,21:58.19,Microsoft Store,1.53,508148,1,Inactive,33
Monday,11-11-2024,12:30.02,Trello,0.4,559821,2,Active,14
Monday,11-11-2024,16:02.45,Figma,1.48,612904,3,Inactive,42
Monday,11-11-2024,11:27.57,Outlook,4.68,507274,4,Active,11
Monday,11-11-2024,22:24.18,Opera,3.32,120438,3,Inactive,32
Monday,11-11-2024,10:26.07,Word,2.16,127875,4,Inactive,31
Monday,11-11-2024,14:08.17,OBS Studio,3.14,171456,1,Active,16
Monday,11-11-2024,22:38.30,Adobe Photoshop,4.26,206450,4,Active,57
Monday,11-11-2024,11:44.36,Xcode,4.07,167280,2,Active,14
Monday,11-11-2024,12:29.43,Teams,2.76,375432,1,Inactive,45
Monday,11-11-2024,20:12.33,Postman,2.12,154766,2,Active,53
Monday,11-11-2024,20:36.32,Google Drive,2.94,500343,1,Active,60
Monday,11-11-2024,16:21.59,OBS Studio,4.87,154730,1,Active,44
Monday,11-11-2024,17:39.30,Skype,0.7,678336,2,Active,36
Monday,11-11-2024,09:34.45,Edge,2.43,158724,2,Active,30
Monday,11-11-2024,14:30.28,Skype,4.92,533276,1,Active,14
Monday,11-11-2024,07:43.02,Edge,4.24,676788,2,Inactive,29
Monday,11-11-2024,21:25.08,Microsoft Store,0.62,151807,1,Active,54
Monday,11-11-2024,07:18.33,Google Drive,4.61,626127,2,Inactive,13
Monday,11-11-2024,20:25.33,Figma,2.49,535420,1,Inactive,33
Monday,11-11-2024,09:51.40,Figma,0.58,488418,1,Active,48
Monday,11-11-2024,14:07.18,Jira,4.93,397813,1,Active,57
Monday,11-11-2024,21:02.45,Google Drive,2.64,615670,1,Inactive,48
Monday,11-11-2024,14:55.00,OBS Studio,2.51,689277,2,Inactive,17
Monday,11-11-2024,17:07.43,Trello,4.4,445062,4,Active,15
Monday,11-11-2024,08:17.54,Slack,2.71,341368,2,Active,45
Monday,11-11-2024,21:54.30,Slack,0.43,591999,1,Active,45
Monday,11-11-2024,13:07.42,Steam,4.35,335001,1,Active,44
Monday,11-11-2024,19:11.08,OBS Studio,1.37,451608,1,Active,31
Monday,11-11-2024,16:44.52,Slack,1.99,383468,2,Inactive,56
Monday,11-11-2024,09:28.21,Figma,2.66,402505,2,Active,21
Monday,11-11-2024,13:52.04,Spotify,3.3,485543,2,Active,19
Monday,11-11-2024,17:56.05,Telegram,3.68,106525,4,Inactive,54
Monday,11-11-2024,23:41.44,Skype,1.08,349239,3,Active,24
Monday,11-11-2024,08:46.35,Android Studio,2.1,480108,1,Inactive,49
Monday,11-11-2024,22:35.41,WhatsApp,1.89,672050,2,Inactive,12
Monday,11-11-2024,07:28.04,IntelliJ IDEA,3.13,552722,1,Inactive,59
Monday,11-11-2024,20:52.20,Trello,3.63,298115,1,Active,34
Monday,11-11-2024,10:52.08,PowerPoint,3.0,496550,3,Active,52
Monday,11-11-2024,13:46.18,Adobe Illustrator,0.64,463250,2,Active,14
Monday,11-11-2024,16:10.13,Firefox,4.56,405984,2,Inactive,35
